question_id,category,answerable,setting,question,model_answer,retrieved_chunks,reference_answer,evidence_doc,model_name,error
Q044,multi_condition_reasoning,yes,closed_book,"If a student participates inconsistently and has more than two unexcused absences in 1. Syllabus 2023, what grading issue may arise?","If a student participates inconsistently and has more than two unexcused absences in the Syllabus 2023, it could lead to several grading issues:

1. **Attendance Policy Violation**: Most academic institutions have specific attendance policies that require students to attend a certain percentage of classes to receive full credit or pass the course. Exceeding the allowed number of unexcused absences can result in failing the course or losing points towards their final grade.

2. **Impact on Learning**: Inconsistent participation can hinder a student's ability to keep up with the course material and discussions, potentially leading to poor performance on exams and assignments.

3. **Grading Policies**: Some grading systems weight attendance as a significant factor. Missing more than two unexcused absences might affect the student’s overall grade, possibly lowering it due to the importance of class participation and engagement.

4. **Course Completion Requirements**: Certain courses may have mandatory attendance requirements. Failing to meet these requirements could result in the student not being eligible to complete the course successfully.

5. **Academic Integrity Concerns**: Frequent unexcused absences might raise concerns about academic integrity if there is suspicion of truancy or other forms of misconduct.

To avoid these issues, the student",[],"Consistent participation supports the class learning community, and more than two unexcused absences result in a drop of at least one letter grade.",1. Syllabus 2023.txt,Qwen/Qwen2.5-7B-Instruct,
Q044,multi_condition_reasoning,yes,full_context,"If a student participates inconsistently and has more than two unexcused absences in 1. Syllabus 2023, what grading issue may arise?","If a student participates inconsistently and has more than two unexcused absences in the course described in 1. Syllabus 2023, they may face a drop of at least one letter grade. The syllabus clearly states that ""More than two unexcused absences will result in a drop of at least one letter grade.""",[],"Consistent participation supports the class learning community, and more than two unexcused absences result in a drop of at least one letter grade.",1. Syllabus 2023.txt,Qwen/Qwen2.5-7B-Instruct,
Q044,multi_condition_reasoning,yes,basic_rag,"If a student participates inconsistently and has more than two unexcused absences in 1. Syllabus 2023, what grading issue may arise?","The documents do not provide enough information to determine the exact grading issue that may arise from a student having more than two unexcused absences in a syllabus for the year 2023. The closest relevant passage is from Passage 2 and Passage 5, which discuss attendance policies but do not specify the year 2023 or provide a direct consequence for more than two unexcused absences beyond a certain point. Therefore, based on the provided passages, there is insufficient information to answer the question accurately.","[{'score': 0.7313728332519531, 'chunk_id': 'eecs_376_foundations_of_cs_fall_2020_p6_c2', 'source': 'EECS 376_Foundations of CS_Fall 2020.pdf', 'page': 6, 'text': 'a competition) a \u200buniversity official in charge\u200b of the event should contact the instructors \u200bat least three weeks\u200b in advance to determine how the missing grade will be made up. Note that end-of-term transportation matters, such as the availability of inexpensive air tickets in mid-December, are \u200bnot \u200bacceptable reasons for an absence. Research Disclosure Your class work might be used for research purposes. For example, we may use anonymized student assignments to design algorithms or build tools to help programmers. Any student who wishes to opt out can contact the course staff (\u200beecs376-F20@umich.edu\u200b) to do so at any time up to seven days after final grades have been issued. This has no impact on your grade in any manner. Right to Revise The course staff reserve the right to make changes to the syllabus at any time as they see fit. When a revision occurs, it will be announced, and it is your responsibility to be informed of such.'}, {'score': 0.7268407344818115, 'chunk_id': 'webapps2_syllabus_s2022_p2_c1', 'source': 'WebApps2_syllabus_s2022.pdf', 'page': 2, 'text': 'Advanced Web Apps syllabus / McAdams 2 For weekly topics, see page 7, “Course Schedule and Required Work.” Attendance and Attitude Students are expected to show respect for one another and for the instructor by arriving before the class starting time. Attendance is taken and participation is expected. If you have been absent, you are responsible for finding out about any missed material by consulting another student and/or going to the instructor’s office hours and/or making an appointment to meet with the instructor. Please do not check text messages, social media, email, etc., during class, as your instructor considers this quite rude and therefore grounds for disciplinary action. Moreover, you will miss things if you’re checking messages or otherwise disengaged. Give your undivided attention to anyone who is speaking in class, including your fellow students. Another student might ask a question that will help you, if you are listening. See Attendance and participation under “Course Requirements” below for grading specifics. UF Attendance Policies > https://catalog.ufl.edu/UGRD/academic-regulations/attendance-policies/ Course Deadlines and Makeup Work Late assignments are not acc'}, {'score': 0.7210010886192322, 'chunk_id': 'web_apps_syllabus_2021_p6_c2', 'source': 'Web_Apps_Syllabus_2021.pdf', 'page': 6, 'text': 'of this syllabus. - For chronic lateness— o If you have been marked late 5 times or more for either lecture or lab): –1 point o If you have been marked late 10 times or more for either lecture or lab): –2 points - For leaving lab early without having completed the assignment: You will be warned about this if your assignment grades are poor, or if you are missing assignments. - For leaving lecture before the class is formally ended: If this happens more than once, the second and all subsequent incidents will be –0.5 point each. - For repeatedly showing inattention, e.g. checking your phone during lecture, or chatting socially with friends during lab: You will be warned about this. After two warnings, a third incident will be –1 point. Enforcement of these attendance policies will, it is hoped, inspire you to take your lecture and lab opportunities seriously.'}, {'score': 0.7191306948661804, 'chunk_id': 'legal_297bl_syllabus_p1_c10', 'source': 'Legal 297BL Syllabus.txt', 'page': 1, 'text': 'why they feel adifferent grade is in order, as well as what grade they believe to be more representative of their work. Merely ÒwantingÓ or ÒneedingÓ a higher grade is not a sufficient reason. Students should also note that if work is reviewed for a grade dispute, the entire work is reviewed, not simply the specific aspect being disputed by the student. All grade disputes are due in writing to the graduate student grader within five calendar days after the grade for the assignment is posted on Moodle. Grade disputes will not be considered if submitted past the five calendar day statute of limitations. OTHER COURSE POLICIES AND PROCEDURES COVID Safety For the health and safety of all members of our campus community, students are expected to follow all COVID-related policies on campus. At the start of the Spring 2022 semester, there are two policies in effect that deserve special mention. First, students are required to follow the COVID-19 Daily Self-checklist. Students who are unwell must not attend class, and they will be offered reasonable accommodations for missed work. If you miss class, you can view the lecture on thecourseÕs Moodle page through Echo360. Second, students must f'}, {'score': 0.7148193717002869, 'chunk_id': 'webapps2_syllabus_s2022_p6_c1', 'source': 'WebApps2_syllabus_s2022.pdf', 'page': 6, 'text': 'Advanced Web Apps syllabus / McAdams 6 - For each class meeting you do not attend at all: –1 point One (1) missed class meeting is excused automatically (no points taken); no formal excuse is needed. All other missed class meetings require formal documentation to forgo the point deduction. - For chronic lateness— o If you have been marked late 5 times or more: –1 point o If you have been marked late 10 times or more: –2 points - Leaving class early is only acceptable if you’re given free time to work on assignments. Leaving before the class is formally ended: If this happens more than once, the second and all subsequent incidents will be –0.5 point each. Special circumstances such as a job interview will be handled as excused (no penalty) unless the student is missing 30 minutes or more each time. - For repeatedly showing inattention, e.g. checking your phone during lecture, doing non- class-related things on your laptop, or chatting socially with friends during lab: You will be warned (privately) about this. After two warnings, a third incident will be –1 point. Grades and Grading Policies Quizzes 15 percent Assignments 50 percent Presentations (2 per student) 10 percent Final pro'}]","Consistent participation supports the class learning community, and more than two unexcused absences result in a drop of at least one letter grade.",1. Syllabus 2023.txt,Qwen/Qwen2.5-7B-Instruct,
Q044,multi_condition_reasoning,yes,citation_rag,"If a student participates inconsistently and has more than two unexcused absences in 1. Syllabus 2023, what grading issue may arise?","Answer:
Evidence:
- [source: WebApps2_syllabus_s2022.pdf, page: 2, chunk_id: webapps2_syllabus_s2022_p2_c1] ...
- [source: WebApps2_syllabus_s2022.pdf, page: 6, chunk_id: webapps2_syllabus_s2022_p6_c1] ...

Confidence: Moderate

Explanation:
Based on the retrieved passages from the WebApps2 syllabus for 2022, if a student has more than two unexcused absences, they would lose points according to the attendance policy. Specifically, the syllabus states that for each class meeting not attended at all, one point is deducted. Since the question does not specify the exact number of points lost for more than two unexcused absences, we can infer that the student's overall grade could be negatively impacted due to the point deductions. However, the exact grading issue arising from this inconsistency is not explicitly stated in the provided passages, hence the moderate confidence level.","[{'score': 0.7313728332519531, 'chunk_id': 'eecs_376_foundations_of_cs_fall_2020_p6_c2', 'source': 'EECS 376_Foundations of CS_Fall 2020.pdf', 'page': 6, 'text': 'a competition) a \u200buniversity official in charge\u200b of the event should contact the instructors \u200bat least three weeks\u200b in advance to determine how the missing grade will be made up. Note that end-of-term transportation matters, such as the availability of inexpensive air tickets in mid-December, are \u200bnot \u200bacceptable reasons for an absence. Research Disclosure Your class work might be used for research purposes. For example, we may use anonymized student assignments to design algorithms or build tools to help programmers. Any student who wishes to opt out can contact the course staff (\u200beecs376-F20@umich.edu\u200b) to do so at any time up to seven days after final grades have been issued. This has no impact on your grade in any manner. Right to Revise The course staff reserve the right to make changes to the syllabus at any time as they see fit. When a revision occurs, it will be announced, and it is your responsibility to be informed of such.'}, {'score': 0.7268407344818115, 'chunk_id': 'webapps2_syllabus_s2022_p2_c1', 'source': 'WebApps2_syllabus_s2022.pdf', 'page': 2, 'text': 'Advanced Web Apps syllabus / McAdams 2 For weekly topics, see page 7, “Course Schedule and Required Work.” Attendance and Attitude Students are expected to show respect for one another and for the instructor by arriving before the class starting time. Attendance is taken and participation is expected. If you have been absent, you are responsible for finding out about any missed material by consulting another student and/or going to the instructor’s office hours and/or making an appointment to meet with the instructor. Please do not check text messages, social media, email, etc., during class, as your instructor considers this quite rude and therefore grounds for disciplinary action. Moreover, you will miss things if you’re checking messages or otherwise disengaged. Give your undivided attention to anyone who is speaking in class, including your fellow students. Another student might ask a question that will help you, if you are listening. See Attendance and participation under “Course Requirements” below for grading specifics. UF Attendance Policies > https://catalog.ufl.edu/UGRD/academic-regulations/attendance-policies/ Course Deadlines and Makeup Work Late assignments are not acc'}, {'score': 0.7210010886192322, 'chunk_id': 'web_apps_syllabus_2021_p6_c2', 'source': 'Web_Apps_Syllabus_2021.pdf', 'page': 6, 'text': 'of this syllabus. - For chronic lateness— o If you have been marked late 5 times or more for either lecture or lab): –1 point o If you have been marked late 10 times or more for either lecture or lab): –2 points - For leaving lab early without having completed the assignment: You will be warned about this if your assignment grades are poor, or if you are missing assignments. - For leaving lecture before the class is formally ended: If this happens more than once, the second and all subsequent incidents will be –0.5 point each. - For repeatedly showing inattention, e.g. checking your phone during lecture, or chatting socially with friends during lab: You will be warned about this. After two warnings, a third incident will be –1 point. Enforcement of these attendance policies will, it is hoped, inspire you to take your lecture and lab opportunities seriously.'}, {'score': 0.7191306948661804, 'chunk_id': 'legal_297bl_syllabus_p1_c10', 'source': 'Legal 297BL Syllabus.txt', 'page': 1, 'text': 'why they feel adifferent grade is in order, as well as what grade they believe to be more representative of their work. Merely ÒwantingÓ or ÒneedingÓ a higher grade is not a sufficient reason. Students should also note that if work is reviewed for a grade dispute, the entire work is reviewed, not simply the specific aspect being disputed by the student. All grade disputes are due in writing to the graduate student grader within five calendar days after the grade for the assignment is posted on Moodle. Grade disputes will not be considered if submitted past the five calendar day statute of limitations. OTHER COURSE POLICIES AND PROCEDURES COVID Safety For the health and safety of all members of our campus community, students are expected to follow all COVID-related policies on campus. At the start of the Spring 2022 semester, there are two policies in effect that deserve special mention. First, students are required to follow the COVID-19 Daily Self-checklist. Students who are unwell must not attend class, and they will be offered reasonable accommodations for missed work. If you miss class, you can view the lecture on thecourseÕs Moodle page through Echo360. Second, students must f'}, {'score': 0.7148193717002869, 'chunk_id': 'webapps2_syllabus_s2022_p6_c1', 'source': 'WebApps2_syllabus_s2022.pdf', 'page': 6, 'text': 'Advanced Web Apps syllabus / McAdams 6 - For each class meeting you do not attend at all: –1 point One (1) missed class meeting is excused automatically (no points taken); no formal excuse is needed. All other missed class meetings require formal documentation to forgo the point deduction. - For chronic lateness— o If you have been marked late 5 times or more: –1 point o If you have been marked late 10 times or more: –2 points - Leaving class early is only acceptable if you’re given free time to work on assignments. Leaving before the class is formally ended: If this happens more than once, the second and all subsequent incidents will be –0.5 point each. Special circumstances such as a job interview will be handled as excused (no penalty) unless the student is missing 30 minutes or more each time. - For repeatedly showing inattention, e.g. checking your phone during lecture, doing non- class-related things on your laptop, or chatting socially with friends during lab: You will be warned (privately) about this. After two warnings, a third incident will be –1 point. Grades and Grading Policies Quizzes 15 percent Assignments 50 percent Presentations (2 per student) 10 percent Final pro'}]","Consistent participation supports the class learning community, and more than two unexcused absences result in a drop of at least one letter grade.",1. Syllabus 2023.txt,Qwen/Qwen2.5-7B-Instruct,
Q045,multi_condition_reasoning,yes,closed_book,"If a student has more than two absences but provides appropriate documentation in 1. Syllabus 2023, what should be considered?","If a student has more than two absences but provides appropriate documentation as outlined in the syllabus for the 2023 academic year, several considerations should be made:

1. **Review the Syllabus Policy**: First, it's important to review the specific policies outlined in the syllabus regarding attendance and absences. The syllabus should provide clear guidelines on how many absences are allowed without penalty and what constitutes appropriate documentation.

2. **Evaluate the Documentation**: Assess whether the provided documentation is sufficient and relevant. This could include medical notes, letters from a healthcare provider, or other supporting documents that justify the absence.

3. **Consider the Context**: Take into account the context of the absences. For example, if the absences occurred during a particularly challenging period or due to unforeseen circumstances, this might be taken into consideration.

4. **Discuss with the Student**: Engage in a dialogue with the student to understand the reasons behind the absences and to explore any potential solutions or accommodations that might help improve attendance in the future.

5. **Make a Decision**: Based on the policies, the quality of the documentation, the context of the absences, and the discussion with the student, decide on an appropriate course of action. This could range from no",[],"More than two unexcused absences result in a grade drop, but absences may be excused if supported by appropriate documentation from the dean or a doctor.",1. Syllabus 2023.txt,Qwen/Qwen2.5-7B-Instruct,
Q045,multi_condition_reasoning,yes,full_context,"If a student has more than two absences but provides appropriate documentation in 1. Syllabus 2023, what should be considered?","If a student has more than two absences but provides appropriate documentation in the 1. Syllabus 2023, those absences should be considered excused. According to the class policies stated in the syllabus, absences are excused if supported by an appropriate document (i.e., from the dean or doctor).",[],"More than two unexcused absences result in a grade drop, but absences may be excused if supported by appropriate documentation from the dean or a doctor.",1. Syllabus 2023.txt,Qwen/Qwen2.5-7B-Instruct,
Q045,multi_condition_reasoning,yes,basic_rag,"If a student has more than two absences but provides appropriate documentation in 1. Syllabus 2023, what should be considered?","The documents do not provide enough information to determine the specific consequences for a student with more than two absences but providing appropriate documentation in the context of the syllabus for the course titled ""Intro to Web Apps"" from 2021. The relevant passage only specifies that no credit will be given for attending the wrong lab section and does not detail the impact of additional absences beyond the initial two when accompanied by appropriate documentation.","[{'score': 0.7068199515342712, 'chunk_id': 'webapps2_syllabus_s2022_p2_c1', 'source': 'WebApps2_syllabus_s2022.pdf', 'page': 2, 'text': 'Advanced Web Apps syllabus / McAdams 2 For weekly topics, see page 7, “Course Schedule and Required Work.” Attendance and Attitude Students are expected to show respect for one another and for the instructor by arriving before the class starting time. Attendance is taken and participation is expected. If you have been absent, you are responsible for finding out about any missed material by consulting another student and/or going to the instructor’s office hours and/or making an appointment to meet with the instructor. Please do not check text messages, social media, email, etc., during class, as your instructor considers this quite rude and therefore grounds for disciplinary action. Moreover, you will miss things if you’re checking messages or otherwise disengaged. Give your undivided attention to anyone who is speaking in class, including your fellow students. Another student might ask a question that will help you, if you are listening. See Attendance and participation under “Course Requirements” below for grading specifics. UF Attendance Policies > https://catalog.ufl.edu/UGRD/academic-regulations/attendance-policies/ Course Deadlines and Makeup Work Late assignments are not acc'}, {'score': 0.6965794563293457, 'chunk_id': 'webapps2_syllabus_s2022_p6_c1', 'source': 'WebApps2_syllabus_s2022.pdf', 'page': 6, 'text': 'Advanced Web Apps syllabus / McAdams 6 - For each class meeting you do not attend at all: –1 point One (1) missed class meeting is excused automatically (no points taken); no formal excuse is needed. All other missed class meetings require formal documentation to forgo the point deduction. - For chronic lateness— o If you have been marked late 5 times or more: –1 point o If you have been marked late 10 times or more: –2 points - Leaving class early is only acceptable if you’re given free time to work on assignments. Leaving before the class is formally ended: If this happens more than once, the second and all subsequent incidents will be –0.5 point each. Special circumstances such as a job interview will be handled as excused (no penalty) unless the student is missing 30 minutes or more each time. - For repeatedly showing inattention, e.g. checking your phone during lecture, doing non- class-related things on your laptop, or chatting socially with friends during lab: You will be warned (privately) about this. After two warnings, a third incident will be –1 point. Grades and Grading Policies Quizzes 15 percent Assignments 50 percent Presentations (2 per student) 10 percent Final pro'}, {'score': 0.6932616829872131, 'chunk_id': 'music_ed_500ku_syllabus_s23_p1_c3', 'source': 'MUSIC-ED 500KU Syllabus S23.txt', 'page': 1, 'text': 'attired, and able to effectively perform your duties as a student teacher. You are allowed two (2) days of absences per placement for illness, weather, or family emergency. These are not personal days and may not be used for any other reasons than illness, weather, or family emergency unless special permission has been given by the Coordinator of Music Education prior to the start of your student teaching experience. Notify your supervising practitioner, program supervisor, and the Coordinator of Student Teaching in advance if an absence is necessary. Absences in excess of two (2) days must be made up by extending the respective placement. Documentation of absences may be required. An unexcused absence from a placement will cause your grade for that placement to be lowered. - Student Teacher Seminar Attendance. You are required to be in attendance on time and for the full length of Daily instruction each student teacher seminar meeting. You may only be excused from a seminar meeting for (a) weather that interrupts your internet connection, (b) illness, (c) family emergency, or (d) a concert at your placement that you are involved in and conflicts with the seminar meeting time. Docu'}, {'score': 0.6901035904884338, 'chunk_id': 'eng_204_syllabus_fa_2021_p1_c2', 'source': 'ENG 204 syllabus_FA 2021.txt', 'page': 1, 'text': 'count as an unexcused absence. - Five or more unexcused absences will result in a failing course grade. Participation includes: - Coming to class on time. Chronic lateness and/or leaving early will also have a negative impact on your grade. - Doing the assigned reading and contributing thoughtfully to discussions by talking and listening respectfully. - Turning off or silencing your cell phone. Computers and other electronic equipment should be used for class purposes only. Reading Exercises (15%): There will be routine quizzes, writing assignments, and Moodle posts related to the reading for the day. Sometimes I will ask you to write a short piece or upload a Moodle post for the next class. I may also give out a reading quiz at the beginning of a class. You will not be able to make up the quiz if you are late or absent. Discussion Questions & Facilitation (10%): You will sign up to come up with a discussion question based on the dayÕs reading(s) and post it on Moodle before the class meeting. Once in class, you will introduce and facilitate the discussion that results from the question. Your question should be about 100-words and be conducive to a discussion. Here is an example th'}, {'score': 0.6877903342247009, 'chunk_id': 'web_apps_syllabus_2021_p2_c1', 'source': 'Web_Apps_Syllabus_2021.pdf', 'page': 2, 'text': 'Intro to Web Apps syllabus / McAdams 2 Attendance and Attitude Students are expected to show respect for one another and for the instructor by arriving before the class starting time. Attendance is taken. Students must attend the lab section in which they are enrolled because we cannot accommodate more than 15 students in a lab. No credit will be given for attending the other lab section. Lateness and absences will result in a lower final grade. If you have been absent, you are responsible for finding out about any missed material by consulting another student and/or going to the instructor’s office hours. These matters will not be handled via email. This is a fully in-person synchronous course in fall 2021. There is no remote learning or Zoom. Mobile devices must be placed out of sight during class. Do not check text messages, social media, email, etc., during class, as your instructor considers this quite rude and therefore grounds for disciplinary action. Moreover, you will miss things if you’re checking your phone. Give your full and undivided attention to anyone who is speaking in class, including your fellow students. Another student might ask a question that will help you, i'}]","More than two unexcused absences result in a grade drop, but absences may be excused if supported by appropriate documentation from the dean or a doctor.",1. Syllabus 2023.txt,Qwen/Qwen2.5-7B-Instruct,
Q045,multi_condition_reasoning,yes,citation_rag,"If a student has more than two absences but provides appropriate documentation in 1. Syllabus 2023, what should be considered?","Answer:
If a student has more than two absences but provides appropriate documentation, the absences beyond the initial two would likely still result in a point deduction according to the syllabus guidelines.

Evidence:
- [source: WebApps2_syllabus_s2022.pdf, page: 6, chunk_id: webapps2_syllabus_s2022_p6_c1] For each class meeting you do not attend at all: –1 point. One (1) missed class meeting is excused automatically (no points taken); no formal excuse is needed. All other missed class meetings require formal documentation to forgo the point deduction.
Confidence: Moderate

Note: The specific policy regarding point deductions for additional documented absences is not explicitly stated in the provided passages. Therefore, the confidence level is moderate, as the exact consequence for additional absences after the first two with proper documentation is inferred from the general structure of the attendance policy.","[{'score': 0.7068199515342712, 'chunk_id': 'webapps2_syllabus_s2022_p2_c1', 'source': 'WebApps2_syllabus_s2022.pdf', 'page': 2, 'text': 'Advanced Web Apps syllabus / McAdams 2 For weekly topics, see page 7, “Course Schedule and Required Work.” Attendance and Attitude Students are expected to show respect for one another and for the instructor by arriving before the class starting time. Attendance is taken and participation is expected. If you have been absent, you are responsible for finding out about any missed material by consulting another student and/or going to the instructor’s office hours and/or making an appointment to meet with the instructor. Please do not check text messages, social media, email, etc., during class, as your instructor considers this quite rude and therefore grounds for disciplinary action. Moreover, you will miss things if you’re checking messages or otherwise disengaged. Give your undivided attention to anyone who is speaking in class, including your fellow students. Another student might ask a question that will help you, if you are listening. See Attendance and participation under “Course Requirements” below for grading specifics. UF Attendance Policies > https://catalog.ufl.edu/UGRD/academic-regulations/attendance-policies/ Course Deadlines and Makeup Work Late assignments are not acc'}, {'score': 0.6965794563293457, 'chunk_id': 'webapps2_syllabus_s2022_p6_c1', 'source': 'WebApps2_syllabus_s2022.pdf', 'page': 6, 'text': 'Advanced Web Apps syllabus / McAdams 6 - For each class meeting you do not attend at all: –1 point One (1) missed class meeting is excused automatically (no points taken); no formal excuse is needed. All other missed class meetings require formal documentation to forgo the point deduction. - For chronic lateness— o If you have been marked late 5 times or more: –1 point o If you have been marked late 10 times or more: –2 points - Leaving class early is only acceptable if you’re given free time to work on assignments. Leaving before the class is formally ended: If this happens more than once, the second and all subsequent incidents will be –0.5 point each. Special circumstances such as a job interview will be handled as excused (no penalty) unless the student is missing 30 minutes or more each time. - For repeatedly showing inattention, e.g. checking your phone during lecture, doing non- class-related things on your laptop, or chatting socially with friends during lab: You will be warned (privately) about this. After two warnings, a third incident will be –1 point. Grades and Grading Policies Quizzes 15 percent Assignments 50 percent Presentations (2 per student) 10 percent Final pro'}, {'score': 0.6932616829872131, 'chunk_id': 'music_ed_500ku_syllabus_s23_p1_c3', 'source': 'MUSIC-ED 500KU Syllabus S23.txt', 'page': 1, 'text': 'attired, and able to effectively perform your duties as a student teacher. You are allowed two (2) days of absences per placement for illness, weather, or family emergency. These are not personal days and may not be used for any other reasons than illness, weather, or family emergency unless special permission has been given by the Coordinator of Music Education prior to the start of your student teaching experience. Notify your supervising practitioner, program supervisor, and the Coordinator of Student Teaching in advance if an absence is necessary. Absences in excess of two (2) days must be made up by extending the respective placement. Documentation of absences may be required. An unexcused absence from a placement will cause your grade for that placement to be lowered. - Student Teacher Seminar Attendance. You are required to be in attendance on time and for the full length of Daily instruction each student teacher seminar meeting. You may only be excused from a seminar meeting for (a) weather that interrupts your internet connection, (b) illness, (c) family emergency, or (d) a concert at your placement that you are involved in and conflicts with the seminar meeting time. Docu'}, {'score': 0.6901035904884338, 'chunk_id': 'eng_204_syllabus_fa_2021_p1_c2', 'source': 'ENG 204 syllabus_FA 2021.txt', 'page': 1, 'text': 'count as an unexcused absence. - Five or more unexcused absences will result in a failing course grade. Participation includes: - Coming to class on time. Chronic lateness and/or leaving early will also have a negative impact on your grade. - Doing the assigned reading and contributing thoughtfully to discussions by talking and listening respectfully. - Turning off or silencing your cell phone. Computers and other electronic equipment should be used for class purposes only. Reading Exercises (15%): There will be routine quizzes, writing assignments, and Moodle posts related to the reading for the day. Sometimes I will ask you to write a short piece or upload a Moodle post for the next class. I may also give out a reading quiz at the beginning of a class. You will not be able to make up the quiz if you are late or absent. Discussion Questions & Facilitation (10%): You will sign up to come up with a discussion question based on the dayÕs reading(s) and post it on Moodle before the class meeting. Once in class, you will introduce and facilitate the discussion that results from the question. Your question should be about 100-words and be conducive to a discussion. Here is an example th'}, {'score': 0.6877903342247009, 'chunk_id': 'web_apps_syllabus_2021_p2_c1', 'source': 'Web_Apps_Syllabus_2021.pdf', 'page': 2, 'text': 'Intro to Web Apps syllabus / McAdams 2 Attendance and Attitude Students are expected to show respect for one another and for the instructor by arriving before the class starting time. Attendance is taken. Students must attend the lab section in which they are enrolled because we cannot accommodate more than 15 students in a lab. No credit will be given for attending the other lab section. Lateness and absences will result in a lower final grade. If you have been absent, you are responsible for finding out about any missed material by consulting another student and/or going to the instructor’s office hours. These matters will not be handled via email. This is a fully in-person synchronous course in fall 2021. There is no remote learning or Zoom. Mobile devices must be placed out of sight during class. Do not check text messages, social media, email, etc., during class, as your instructor considers this quite rude and therefore grounds for disciplinary action. Moreover, you will miss things if you’re checking your phone. Give your full and undivided attention to anyone who is speaking in class, including your fellow students. Another student might ask a question that will help you, i'}]","More than two unexcused absences result in a grade drop, but absences may be excused if supported by appropriate documentation from the dean or a doctor.",1. Syllabus 2023.txt,Qwen/Qwen2.5-7B-Instruct,
Q046,multi_condition_reasoning,yes,closed_book,"If a student has a documented absence and submits an assignment late in 1. Syllabus 2023, what policies are relevant?","To determine which policies are relevant when a student has a documented absence and submits an assignment late in the Syllabus 2023, you should refer to the following sections of the syllabus:

1. **Late Submission Policy**: This section typically outlines how late assignments will be graded or if they will be accepted at all. It may specify penalties for late submissions, such as a percentage deduction from the grade.

2. **Absence Policy**: This part of the syllabus would detail the procedures for handling absences, including documentation requirements and any special accommodations that might be made for missed work.

3. **Grading Policy**: While not directly related to the specific issue of late submissions due to absence, this section can provide context on how grades are calculated and how late work fits into the overall grading scheme.

4. **Academic Integrity Policy**: Although not directly related to the submission of late work, this policy is important to ensure that the student's work is original and that they have not circumvented the late submission policy.

5. **Communication Policy**: This might include how the instructor prefers to communicate with students about missed work or late submissions, which could be crucial for ensuring proper documentation and understanding of the policies.

By reviewing these sections, you can understand the specific",[],"A documented absence may be excused, but assignments must still be turned in on the due date or students may face a drop of at least one letter grade per day.",1. Syllabus 2023.txt,Qwen/Qwen2.5-7B-Instruct,
Q046,multi_condition_reasoning,yes,full_context,"If a student has a documented absence and submits an assignment late in 1. Syllabus 2023, what policies are relevant?","Based on the policies outlined in the 1. Syllabus 2023, the relevant policies for a student with a documented absence and a late submission would be:

1. **Attendance Policy**: The syllabus states that attendance is required, and more than two unexcused absences will result in a drop of at least one letter grade. Since the absence is documented, it would likely be considered excused, but the student should still inform the instructor to avoid any potential issues.

2. **Late Assignments Policy**: The syllabus clearly states that there are no late assignments accepted. Therefore, if an assignment is submitted late, the student will be subject to a drop of at least one letter grade per day.

In summary, the student should inform the instructor about the documented absence to potentially receive an excused status, but the late submission policy does not allow for extensions, and the student will lose points accordingly.",[],"A documented absence may be excused, but assignments must still be turned in on the due date or students may face a drop of at least one letter grade per day.",1. Syllabus 2023.txt,Qwen/Qwen2.5-7B-Instruct,
